structure	div	simpson	leaves	minCycle	maxCycle	beatLevel
[[3,3,3],[3,2]]	0.262650	0.250000	14	1.4000	5.0000	1
[[2,3],[2,3],[2,3]]	0.161492	0.750000	15	1.5000	5.0000	1
[[2,3],[2,3],[3,2]]	0.161492	0.750000	15	1.5000	5.0000	1
[[2,3],[3,2],[2,3]]	0.161492	0.750000	15	1.5000	5.0000	1
[[2,3],[3,2],[3,2]]	0.161492	0.750000	15	1.5000	5.0000	1
[[3,2],[2,3],[2,3]]	0.161492	0.750000	15	1.5000	5.0000	1
[[3,2],[2,3],[3,2]]	0.161492	0.750000	15	1.5000	5.0000	1
[[3,2],[3,2],[2,3]]	0.161492	0.750000	15	1.5000	5.0000	1
[[3,2],[3,2],[3,2]]	0.161492	0.750000	15	1.5000	5.0000	1
[[2,2,2],[3,3,3]]	0.161492	0.500000	15	1.5000	5.0000	1
[[3,3,3],[2,2,2]]	0.161492	0.500000	15	1.5000	5.0000	1
[[3,3,3],[3,3]]	0.161492	0.500000	15	1.5000	5.0000	1
[[3,3],[3,3,3]]	0.161492	0.500000	15	1.5000	5.0000	1
[[2,2,3],[2,2],[2,2]]	0.161492	0.466667	15	1.5000	5.0000	1
[[2,2],[2,2,3],[2,2]]	0.161492	0.466667	15	1.5000	5.0000	1
[[2,2],[2,2],[2,2,3]]	0.161492	0.466667	15	1.5000	5.0000	1
[[2,2],[2,2],[2,3,2]]	0.161492	0.466667	15	1.5000	5.0000	1
[[2,2],[2,2],[3,2,2]]	0.161492	0.466667	15	1.5000	5.0000	1
[[2,2],[2,3,2],[2,2]]	0.161492	0.466667	15	1.5000	5.0000	1
[[2,2],[3,2,2],[2,2]]	0.161492	0.466667	15	1.5000	5.0000	1
[[2,3,2],[2,2],[2,2]]	0.161492	0.466667	15	1.5000	5.0000	1
[[3,2,2],[2,2],[2,2]]	0.161492	0.466667	15	1.5000	5.0000	1
[[2,2,2],[2,2],[2,3]]	0.161492	0.333333	15	1.5000	5.0000	1
[[2,2,2],[2,2],[3,2]]	0.161492	0.333333	15	1.5000	5.0000	1
[[2,2,2],[2,3],[2,2]]	0.161492	0.333333	15	1.5000	5.0000	1
[[2,2,2],[3,2],[2,2]]	0.161492	0.333333	15	1.5000	5.0000	1
[[2,2],[2,2,2],[2,3]]	0.161492	0.333333	15	1.5000	5.0000	1
[[2,2],[2,2,2],[3,2]]	0.161492	0.333333	15	1.5000	5.0000	1
[[2,2],[2,3],[2,2,2]]	0.161492	0.333333	15	1.5000	5.0000	1
[[2,2],[2,3],[3,3]]	0.161492	0.333333	15	1.5000	5.0000	1
[[2,2],[3,2],[2,2,2]]	0.161492	0.333333	15	1.5000	5.0000	1
[[2,2],[3,2],[3,3]]	0.161492	0.333333	15	1.5000	5.0000	1
[[2,2],[3,3],[2,3]]	0.161492	0.333333	15	1.5000	5.0000	1
[[2,2],[3,3],[3,2]]	0.161492	0.333333	15	1.5000	5.0000	1
[[2,3],[2,2,2],[2,2]]	0.161492	0.333333	15	1.5000	5.0000	1
[[2,3],[2,2],[2,2,2]]	0.161492	0.333333	15	1.5000	5.0000	1
[[2,3],[2,2],[3,3]]	0.161492	0.333333	15	1.5000	5.0000	1
[[2,3],[3,3],[2,2]]	0.161492	0.333333	15	1.5000	5.0000	1
[[3,2],[2,2,2],[2,2]]	0.161492	0.333333	15	1.5000	5.0000	1
[[3,2],[2,2],[2,2,2]]	0.161492	0.333333	15	1.5000	5.0000	1
[[3,2],[2,2],[3,3]]	0.161492	0.333333	15	1.5000	5.0000	1
[[3,2],[3,3],[2,2]]	0.161492	0.333333	15	1.5000	5.0000	1
[[3,3],[2,2],[2,3]]	0.161492	0.333333	15	1.5000	5.0000	1
[[3,3],[2,2],[3,2]]	0.161492	0.333333	15	1.5000	5.0000	1
[[3,3],[2,3],[2,2]]	0.161492	0.333333	15	1.5000	5.0000	1
[[3,3],[3,2],[2,2]]	0.161492	0.333333	15	1.5000	5.0000	1
[[2,2,3],[2,3,3]]	0.161492	0.166667	15	1.5000	5.0000	1
[[2,2,3],[3,2,3]]	0.161492	0.166667	15	1.5000	5.0000	1
[[2,2,3],[3,3,2]]	0.161492	0.166667	15	1.5000	5.0000	1
[[2,3,2],[2,3,3]]	0.161492	0.166667	15	1.5000	5.0000	1
[[2,3,2],[3,2,3]]	0.161492	0.166667	15	1.5000	5.0000	1
[[2,3,2],[3,3,2]]	0.161492	0.166667	15	1.5000	5.0000	1
[[2,3,3],[2,2,3]]	0.161492	0.166667	15	1.5000	5.0000	1
[[2,3,3],[2,3,2]]	0.161492	0.166667	15	1.5000	5.0000	1
[[2,3,3],[3,2,2]]	0.161492	0.166667	15	1.5000	5.0000	1
[[3,2,2],[2,3,3]]	0.161492	0.166667	15	1.5000	5.0000	1
[[3,2,2],[3,2,3]]	0.161492	0.166667	15	1.5000	5.0000	1
[[3,2,2],[3,3,2]]	0.161492	0.166667	15	1.5000	5.0000	1
[[3,2,3],[2,2,3]]	0.161492	0.166667	15	1.5000	5.0000	1
[[3,2,3],[2,3,2]]	0.161492	0.166667	15	1.5000	5.0000	1
[[3,2,3],[3,2,2]]	0.161492	0.166667	15	1.5000	5.0000	1
[[3,3,2],[2,2,3]]	0.161492	0.166667	15	1.5000	5.0000	1
[[3,3,2],[2,3,2]]	0.161492	0.166667	15	1.5000	5.0000	1
[[3,3,2],[3,2,2]]	0.161492	0.166667	15	1.5000	5.0000	1
[[2,2],[2,2],[3,3,3]]	0.000000	0.600000	17	1.7000	5.0000	1
[[2,2],[3,3,3],[2,2]]	0.000000	0.600000	17	1.7000	5.0000	1
[[3,3,3],[2,2],[2,2]]	0.000000	0.600000	17	1.7000	5.0000	1
[[2,2,2],[2,2],[3,3,3]]	0.000000	0.500000	19	1.9000	5.0000	1
[[2,2,2],[3,3,3],[2,2]]	0.000000	0.500000	19	1.9000	5.0000	1
[[2,2],[2,2,2],[3,3,3]]	0.000000	0.500000	19	1.9000	5.0000	1
[[2,2],[3,3,3],[2,2,2]]	0.000000	0.500000	19	1.9000	5.0000	1
[[2,2],[3,3,3],[3,3]]	0.000000	0.500000	19	1.9000	5.0000	1
[[2,2],[3,3],[3,3,3]]	0.000000	0.500000	19	1.9000	5.0000	1
[[3,3,3],[2,2,2],[2,2]]	0.000000	0.500000	19	1.9000	5.0000	1
[[3,3,3],[2,2],[2,2,2]]	0.000000	0.500000	19	1.9000	5.0000	1
[[3,3,3],[2,2],[3,3]]	0.000000	0.500000	19	1.9000	5.0000	1
[[3,3,3],[3,3],[2,2]]	0.000000	0.500000	19	1.9000	5.0000	1
[[3,3],[2,2],[3,3,3]]	0.000000	0.500000	19	1.9000	5.0000	1
[[3,3],[3,3,3],[2,2]]	0.000000	0.500000	19	1.9000	5.0000	1
[[2,2],[3,3,3]]	0.000000	0.500000	13	1.3000	5.0000	1
[[3,3,3],[2,2]]	0.000000	0.500000	13	1.3000	5.0000	1
[[2,2,2],[2,2,2],[2,2,3]]	0.000000	0.466667	19	1.9000	5.0000	1
[[2,2,2],[2,2,2],[2,3,2]]	0.000000	0.466667	19	1.9000	5.0000	1
[[2,2,2],[2,2,2],[3,2,2]]	0.000000	0.466667	19	1.9000	5.0000	1
[[2,2,2],[2,2,3],[2,2,2]]	0.000000	0.466667	19	1.9000	5.0000	1
[[2,2,2],[2,3,2],[2,2,2]]	0.000000	0.466667	19	1.9000	5.0000	1
[[2,2,2],[3,2,2],[2,2,2]]	0.000000	0.466667	19	1.9000	5.0000	1
[[2,2,3],[2,2,2],[2,2,2]]	0.000000	0.466667	19	1.9000	5.0000	1
[[2,2,3],[3,3],[3,3]]	0.000000	0.466667	19	1.9000	5.0000	1
[[2,3,2],[2,2,2],[2,2,2]]	0.000000	0.466667	19	1.9000	5.0000	1
[[2,3,2],[3,3],[3,3]]	0.000000	0.466667	19	1.9000	5.0000	1
[[3,2,2],[2,2,2],[2,2,2]]	0.000000	0.466667	19	1.9000	5.0000	1
[[3,2,2],[3,3],[3,3]]	0.000000	0.466667	19	1.9000	5.0000	1
[[3,3],[2,2,3],[3,3]]	0.000000	0.466667	19	1.9000	5.0000	1
[[3,3],[2,3,2],[3,3]]	0.000000	0.466667	19	1.9000	5.0000	1
[[3,3],[3,2,2],[3,3]]	0.000000	0.466667	19	1.9000	5.0000	1
[[3,3],[3,3],[2,2,3]]	0.000000	0.466667	19	1.9000	5.0000	1
[[3,3],[3,3],[2,3,2]]	0.000000	0.466667	19	1.9000	5.0000	1
[[3,3],[3,3],[3,2,2]]	0.000000	0.466667	19	1.9000	5.0000	1
[[2,2],[2,2],[2,3]]	0.000000	0.400000	13	1.3000	5.0000	1
[[2,2],[2,2],[3,2]]	0.000000	0.400000	13	1.3000	5.0000	1
[[2,2],[2,3],[2,2]]	0.000000	0.400000	13	1.3000	5.0000	1
[[2,2],[3,2],[2,2]]	0.000000	0.400000	13	1.3000	5.0000	1
[[2,3],[2,2],[2,2]]	0.000000	0.400000	13	1.3000	5.0000	1
[[3,2],[2,2],[2,2]]	0.000000	0.400000	13	1.3000	5.0000	1
[[2,2,2],[2,2,2],[2,3]]	0.000000	0.400000	17	1.7000	5.0000	1
[[2,2,2],[2,2,2],[3,2]]	0.000000	0.400000	17	1.7000	5.0000	1
[[2,2,2],[2,3],[2,2,2]]	0.000000	0.400000	17	1.7000	5.0000	1
[[2,2,2],[3,2],[2,2,2]]	0.000000	0.400000	17	1.7000	5.0000	1
[[2,3],[2,2,2],[2,2,2]]	0.000000	0.400000	17	1.7000	5.0000	1
[[2,3],[3,3],[3,3]]	0.000000	0.400000	17	1.7000	5.0000	1
[[3,2],[2,2,2],[2,2,2]]	0.000000	0.400000	17	1.7000	5.0000	1
[[3,2],[3,3],[3,3]]	0.000000	0.400000	17	1.7000	5.0000	1
[[3,3],[2,3],[3,3]]	0.000000	0.400000	17	1.7000	5.0000	1
[[3,3],[3,2],[3,3]]	0.000000	0.400000	17	1.7000	5.0000	1
[[3,3],[3,3],[2,3]]	0.000000	0.400000	17	1.7000	5.0000	1
[[3,3],[3,3],[3,2]]	0.000000	0.400000	17	1.7000	5.0000	1
[[2,3],[2,3],[3,3,3]]	0.000000	0.400000	19	1.9000	5.0000	1
[[2,3],[3,2],[3,3,3]]	0.000000	0.400000	19	1.9000	5.0000	1
[[2,3],[3,3,3],[2,3]]	0.000000	0.400000	19	1.9000	5.0000	1
[[2,3],[3,3,3],[3,2]]	0.000000	0.400000	19	1.9000	5.0000	1
[[3,2],[2,3],[3,3,3]]	0.000000	0.400000	19	1.9000	5.0000	1
[[3,2],[3,2],[3,3,3]]	0.000000	0.400000	19	1.9000	5.0000	1
[[3,2],[3,3,3],[2,3]]	0.000000	0.400000	19	1.9000	5.0000	1
[[3,2],[3,3,3],[3,2]]	0.000000	0.400000	19	1.9000	5.0000	1
[[3,3,3],[2,3],[2,3]]	0.000000	0.400000	19	1.9000	5.0000	1
[[3,3,3],[2,3],[3,2]]	0.000000	0.400000	19	1.9000	5.0000	1
[[3,3,3],[3,2],[2,3]]	0.000000	0.400000	19	1.9000	5.0000	1
[[3,3,3],[3,2],[3,2]]	0.000000	0.400000	19	1.9000	5.0000	1
[[2,2,2],[2,2,3],[2,2]]	0.000000	0.388889	17	1.7000	5.0000	1
[[2,2,2],[2,2],[2,2,3]]	0.000000	0.388889	17	1.7000	5.0000	1
[[2,2,2],[2,2],[2,3,2]]	0.000000	0.388889	17	1.7000	5.0000	1
[[2,2,2],[2,2],[3,2,2]]	0.000000	0.388889	17	1.7000	5.0000	1
[[2,2,2],[2,3,2],[2,2]]	0.000000	0.388889	17	1.7000	5.0000	1
[[2,2,2],[3,2,2],[2,2]]	0.000000	0.388889	17	1.7000	5.0000	1
[[2,2,3],[2,2,2],[2,2]]	0.000000	0.388889	17	1.7000	5.0000	1
[[2,2,3],[2,2],[2,2,2]]	0.000000	0.388889	17	1.7000	5.0000	1
[[2,2,3],[2,2],[3,3]]	0.000000	0.388889	17	1.7000	5.0000	1
[[2,2,3],[3,3],[2,2]]	0.000000	0.388889	17	1.7000	5.0000	1
[[2,2],[2,2,2],[2,2,3]]	0.000000	0.388889	17	1.7000	5.0000	1
[[2,2],[2,2,2],[2,3,2]]	0.000000	0.388889	17	1.7000	5.0000	1
[[2,2],[2,2,2],[3,2,2]]	0.000000	0.388889	17	1.7000	5.0000	1
[[2,2],[2,2,3],[2,2,2]]	0.000000	0.388889	17	1.7000	5.0000	1
[[2,2],[2,2,3],[3,3]]	0.000000	0.388889	17	1.7000	5.0000	1
[[2,2],[2,3,2],[2,2,2]]	0.000000	0.388889	17	1.7000	5.0000	1
[[2,2],[2,3,2],[3,3]]	0.000000	0.388889	17	1.7000	5.0000	1
[[2,2],[3,2,2],[2,2,2]]	0.000000	0.388889	17	1.7000	5.0000	1
[[2,2],[3,2,2],[3,3]]	0.000000	0.388889	17	1.7000	5.0000	1
[[2,2],[3,3],[2,2,3]]	0.000000	0.388889	17	1.7000	5.0000	1
[[2,2],[3,3],[2,3,2]]	0.000000	0.388889	17	1.7000	5.0000	1
[[2,2],[3,3],[3,2,2]]	0.000000	0.388889	17	1.7000	5.0000	1
[[2,3,2],[2,2,2],[2,2]]	0.000000	0.388889	17	1.7000	5.0000	1
[[2,3,2],[2,2],[2,2,2]]	0.000000	0.388889	17	1.7000	5.0000	1
[[2,3,2],[2,2],[3,3]]	0.000000	0.388889	17	1.7000	5.0000	1
[[2,3,2],[3,3],[2,2]]	0.000000	0.388889	17	1.7000	5.0000	1
[[3,2,2],[2,2,2],[2,2]]	0.000000	0.388889	17	1.7000	5.0000	1
[[3,2,2],[2,2],[2,2,2]]	0.000000	0.388889	17	1.7000	5.0000	1
[[3,2,2],[2,2],[3,3]]	0.000000	0.388889	17	1.7000	5.0000	1
[[3,2,2],[3,3],[2,2]]	0.000000	0.388889	17	1.7000	5.0000	1
[[3,3],[2,2,3],[2,2]]	0.000000	0.388889	17	1.7000	5.0000	1
[[3,3],[2,2],[2,2,3]]	0.000000	0.388889	17	1.7000	5.0000	1
[[3,3],[2,2],[2,3,2]]	0.000000	0.388889	17	1.7000	5.0000	1
[[3,3],[2,2],[3,2,2]]	0.000000	0.388889	17	1.7000	5.0000	1
[[3,3],[2,3,2],[2,2]]	0.000000	0.388889	17	1.7000	5.0000	1
[[3,3],[3,2,2],[2,2]]	0.000000	0.388889	17	1.7000	5.0000	1
[[2,2,2],[2,2,3],[3,3]]	0.000000	0.388889	19	1.9000	5.0000	1
[[2,2,2],[2,3,2],[3,3]]	0.000000	0.388889	19	1.9000	5.0000	1
[[2,2,2],[3,2,2],[3,3]]	0.000000	0.388889	19	1.9000	5.0000	1
[[2,2,2],[3,3],[2,2,3]]	0.000000	0.388889	19	1.9000	5.0000	1
[[2,2,2],[3,3],[2,3,2]]	0.000000	0.388889	19	1.9000	5.0000	1
[[2,2,2],[3,3],[3,2,2]]	0.000000	0.388889	19	1.9000	5.0000	1
[[2,2,3],[2,2,2],[3,3]]	0.000000	0.388889	19	1.9000	5.0000	1
[[2,2,3],[3,3],[2,2,2]]	0.000000	0.388889	19	1.9000	5.0000	1
[[2,3,2],[2,2,2],[3,3]]	0.000000	0.388889	19	1.9000	5.0000	1
[[2,3,2],[3,3],[2,2,2]]	0.000000	0.388889	19	1.9000	5.0000	1
[[3,2,2],[2,2,2],[3,3]]	0.000000	0.388889	19	1.9000	5.0000	1
[[3,2,2],[3,3],[2,2,2]]	0.000000	0.388889	19	1.9000	5.0000	1
[[3,3],[2,2,2],[2,2,3]]	0.000000	0.388889	19	1.9000	5.0000	1
[[3,3],[2,2,2],[2,3,2]]	0.000000	0.388889	19	1.9000	5.0000	1
[[3,3],[2,2,2],[3,2,2]]	0.000000	0.388889	19	1.9000	5.0000	1
[[3,3],[2,2,3],[2,2,2]]	0.000000	0.388889	19	1.9000	5.0000	1
[[3,3],[2,3,2],[2,2,2]]	0.000000	0.388889	19	1.9000	5.0000	1
[[3,3],[3,2,2],[2,2,2]]	0.000000	0.388889	19	1.9000	5.0000	1
[[[2,2,2],[2,3]],[[2,2],[2,2]]]	0.000000	0.363636	19	1.9000	5.0000	2
[[[2,2,2],[3,2]],[[2,2],[2,2]]]	0.000000	0.363636	19	1.9000	5.0000	2
[[[2,2],[2,2]],[[2,2,2],[2,3]]]	0.000000	0.363636	19	1.9000	5.0000	2
[[[2,2],[2,2]],[[2,2,2],[3,2]]]	0.000000	0.363636	19	1.9000	5.0000	2
[[[2,2],[2,2]],[[2,3],[2,2,2]]]	0.000000	0.363636	19	1.9000	5.0000	2
[[[2,2],[2,2]],[[2,3],[3,3]]]	0.000000	0.363636	19	1.9000	5.0000	2
[[[2,2],[2,2]],[[3,2],[2,2,2]]]	0.000000	0.363636	19	1.9000	5.0000	2
[[[2,2],[2,2]],[[3,2],[3,3]]]	0.000000	0.363636	19	1.9000	5.0000	2
[[[2,2],[2,2]],[[3,3],[2,3]]]	0.000000	0.363636	19	1.9000	5.0000	2
[[[2,2],[2,2]],[[3,3],[3,2]]]	0.000000	0.363636	19	1.9000	5.0000	2
[[[2,3],[2,2,2]],[[2,2],[2,2]]]	0.000000	0.363636	19	1.9000	5.0000	2
[[[2,3],[3,3]],[[2,2],[2,2]]]	0.000000	0.363636	19	1.9000	5.0000	2
[[[3,2],[2,2,2]],[[2,2],[2,2]]]	0.000000	0.363636	19	1.9000	5.0000	2
[[[3,2],[3,3]],[[2,2],[2,2]]]	0.000000	0.363636	19	1.9000	5.0000	2
[[[3,3],[2,3]],[[2,2],[2,2]]]	0.000000	0.363636	19	1.9000	5.0000	2
[[[3,3],[3,2]],[[2,2],[2,2]]]	0.000000	0.363636	19	1.9000	5.0000	2
[[2,2,2],[2,3],[3,3]]	0.000000	0.333333	17	1.7000	5.0000	1
[[2,2,2],[3,2],[3,3]]	0.000000	0.333333	17	1.7000	5.0000	1
[[2,2,2],[3,3],[2,3]]	0.000000	0.333333	17	1.7000	5.0000	1
[[2,2,2],[3,3],[3,2]]	0.000000	0.333333	17	1.7000	5.0000	1
[[2,3],[2,2,2],[3,3]]	0.000000	0.333333	17	1.7000	5.0000	1
[[2,3],[3,3],[2,2,2]]	0.000000	0.333333	17	1.7000	5.0000	1
[[3,2],[2,2,2],[3,3]]	0.000000	0.333333	17	1.7000	5.0000	1
[[3,2],[3,3],[2,2,2]]	0.000000	0.333333	17	1.7000	5.0000	1
[[3,3],[2,2,2],[2,3]]	0.000000	0.333333	17	1.7000	5.0000	1
[[3,3],[2,2,2],[3,2]]	0.000000	0.333333	17	1.7000	5.0000	1
[[3,3],[2,3],[2,2,2]]	0.000000	0.333333	17	1.7000	5.0000	1
[[3,3],[3,2],[2,2,2]]	0.000000	0.333333	17	1.7000	5.0000	1
[[[2,2],[2,2]],[[2,2,3],[2,2]]]	0.000000	0.333333	19	1.9000	5.0000	2
[[[2,2],[2,2]],[[2,2],[2,2,3]]]	0.000000	0.333333	19	1.9000	5.0000	2
[[[2,2],[2,2]],[[2,2],[2,3,2]]]	0.000000	0.333333	19	1.9000	5.0000	2
[[[2,2],[2,2]],[[2,2],[3,2,2]]]	0.000000	0.333333	19	1.9000	5.0000	2
[[[2,2],[2,2]],[[2,3,2],[2,2]]]	0.000000	0.333333	19	1.9000	5.0000	2
[[[2,2],[2,2]],[[3,2,2],[2,2]]]	0.000000	0.333333	19	1.9000	5.0000	2
[2,2,3]	0.000000	0.333333	7	1.0000	3.5000	1
[2,3,2]	0.000000	0.333333	7	1.0000	3.5000	1
[3,2,2]	0.000000	0.333333	7	1.0000	3.5000	1
[[2,2,3],[2,2]]	0.000000	0.333333	11	1.1000	5.0000	1
[[2,2],[2,2,3]]	0.000000	0.333333	11	1.1000	5.0000	1
[[2,2],[2,3,2]]	0.000000	0.333333	11	1.1000	5.0000	1
[[2,2],[3,2,2]]	0.000000	0.333333	11	1.1000	5.0000	1
[[2,3,2],[2,2]]	0.000000	0.333333	11	1.1000	5.0000	1
[[3,2,2],[2,2]]	0.000000	0.333333	11	1.1000	5.0000	1
[[2,2,2],[2,2,3]]	0.000000	0.333333	13	1.3000	5.0000	1
[[2,2,2],[2,3,2]]	0.000000	0.333333	13	1.3000	5.0000	1
[[2,2,2],[3,2,2]]	0.000000	0.333333	13	1.3000	5.0000	1
[[2,2,3],[2,2,2]]	0.000000	0.333333	13	1.3000	5.0000	1
[[2,2,3],[3,3]]	0.000000	0.333333	13	1.3000	5.0000	1
[[2,3,2],[2,2,2]]	0.000000	0.333333	13	1.3000	5.0000	1
[[2,3,2],[3,3]]	0.000000	0.333333	13	1.3000	5.0000	1
[[3,2,2],[2,2,2]]	0.000000	0.333333	13	1.3000	5.0000	1
[[3,2,2],[3,3]]	0.000000	0.333333	13	1.3000	5.0000	1
[[3,3],[2,2,3]]	0.000000	0.333333	13	1.3000	5.0000	1
[[3,3],[2,3,2]]	0.000000	0.333333	13	1.3000	5.0000	1
[[3,3],[3,2,2]]	0.000000	0.333333	13	1.3000	5.0000	1
[[2,3,3],[3,3,3]]	0.000000	0.333333	17	1.7000	5.0000	1
[[3,2,3],[3,3,3]]	0.000000	0.333333	17	1.7000	5.0000	1
[[3,3,2],[3,3,3]]	0.000000	0.333333	17	1.7000	5.0000	1
[[3,3,3],[2,3,3]]	0.000000	0.333333	17	1.7000	5.0000	1
[[3,3,3],[3,2,3]]	0.000000	0.333333	17	1.7000	5.0000	1
[[3,3,3],[3,3,2]]	0.000000	0.333333	17	1.7000	5.0000	1
[[[2,2,3],[2,2]],[[2,2],[2,2]]]	0.000000	0.333333	19	1.9000	5.0000	2
[[[2,2],[2,2,3]],[[2,2],[2,2]]]	0.000000	0.333333	19	1.9000	5.0000	2
[[[2,2],[2,3,2]],[[2,2],[2,2]]]	0.000000	0.333333	19	1.9000	5.0000	2
[[[2,2],[3,2,2]],[[2,2],[2,2]]]	0.000000	0.333333	19	1.9000	5.0000	2
[[[2,3,2],[2,2]],[[2,2],[2,2]]]	0.000000	0.333333	19	1.9000	5.0000	2
[[[3,2,2],[2,2]],[[2,2],[2,2]]]	0.000000	0.333333	19	1.9000	5.0000	2
[[[2,2],[2,2]],[[2,2],[2,3]]]	0.000000	0.300000	17	1.7000	5.0000	2
[[[2,2],[2,2]],[[2,2],[3,2]]]	0.000000	0.300000	17	1.7000	5.0000	2
[[[2,2],[2,2]],[[2,3],[2,2]]]	0.000000	0.300000	17	1.7000	5.0000	2
[[[2,2],[2,2]],[[3,2],[2,2]]]	0.000000	0.300000	17	1.7000	5.0000	2
[[[2,2],[2,3]],[[2,2],[2,2]]]	0.000000	0.300000	17	1.7000	5.0000	2
[[[2,2],[3,2]],[[2,2],[2,2]]]	0.000000	0.300000	17	1.7000	5.0000	2
[[[2,3],[2,2]],[[2,2],[2,2]]]	0.000000	0.300000	17	1.7000	5.0000	2
[[[3,2],[2,2]],[[2,2],[2,2]]]	0.000000	0.300000	17	1.7000	5.0000	2
[[[2,2],[2,3]],[[2,3],[2,3]]]	0.000000	0.300000	19	1.9000	5.0000	2
[[[2,2],[2,3]],[[2,3],[3,2]]]	0.000000	0.300000	19	1.9000	5.0000	2
[[[2,2],[2,3]],[[3,2],[2,3]]]	0.000000	0.300000	19	1.9000	5.0000	2
[[[2,2],[2,3]],[[3,2],[3,2]]]	0.000000	0.300000	19	1.9000	5.0000	2
[[[2,2],[3,2]],[[2,3],[2,3]]]	0.000000	0.300000	19	1.9000	5.0000	2
[[[2,2],[3,2]],[[2,3],[3,2]]]	0.000000	0.300000	19	1.9000	5.0000	2
[[[2,2],[3,2]],[[3,2],[2,3]]]	0.000000	0.300000	19	1.9000	5.0000	2
[[[2,2],[3,2]],[[3,2],[3,2]]]	0.000000	0.300000	19	1.9000	5.0000	2
[[[2,3],[2,2]],[[2,3],[2,3]]]	0.000000	0.300000	19	1.9000	5.0000	2
[[[2,3],[2,2]],[[2,3],[3,2]]]	0.000000	0.300000	19	1.9000	5.0000	2
[[[2,3],[2,2]],[[3,2],[2,3]]]	0.000000	0.300000	19	1.9000	5.0000	2
[[[2,3],[2,2]],[[3,2],[3,2]]]	0.000000	0.300000	19	1.9000	5.0000	2
[[[2,3],[2,3]],[[2,2],[2,3]]]	0.000000	0.300000	19	1.9000	5.0000	2
[[[2,3],[2,3]],[[2,2],[3,2]]]	0.000000	0.300000	19	1.9000	5.0000	2
[[[2,3],[2,3]],[[2,3],[2,2]]]	0.000000	0.300000	19	1.9000	5.0000	2
[[[2,3],[2,3]],[[3,2],[2,2]]]	0.000000	0.300000	19	1.9000	5.0000	2
[[[2,3],[3,2]],[[2,2],[2,3]]]	0.000000	0.300000	19	1.9000	5.0000	2
[[[2,3],[3,2]],[[2,2],[3,2]]]	0.000000	0.300000	19	1.9000	5.0000	2
[[[2,3],[3,2]],[[2,3],[2,2]]]	0.000000	0.300000	19	1.9000	5.0000	2
[[[2,3],[3,2]],[[3,2],[2,2]]]	0.000000	0.300000	19	1.9000	5.0000	2
[[[3,2],[2,2]],[[2,3],[2,3]]]	0.000000	0.300000	19	1.9000	5.0000	2
[[[3,2],[2,2]],[[2,3],[3,2]]]	0.000000	0.300000	19	1.9000	5.0000	2
[[[3,2],[2,2]],[[3,2],[2,3]]]	0.000000	0.300000	19	1.9000	5.0000	2
[[[3,2],[2,2]],[[3,2],[3,2]]]	0.000000	0.300000	19	1.9000	5.0000	2
[[[3,2],[2,3]],[[2,2],[2,3]]]	0.000000	0.300000	19	1.9000	5.0000	2
[[[3,2],[2,3]],[[2,2],[3,2]]]	0.000000	0.300000	19	1.9000	5.0000	2
[[[3,2],[2,3]],[[2,3],[2,2]]]	0.000000	0.300000	19	1.9000	5.0000	2
[[[3,2],[2,3]],[[3,2],[2,2]]]	0.000000	0.300000	19	1.9000	5.0000	2
[[[3,2],[3,2]],[[2,2],[2,3]]]	0.000000	0.300000	19	1.9000	5.0000	2
[[[3,2],[3,2]],[[2,2],[3,2]]]	0.000000	0.300000	19	1.9000	5.0000	2
[[[3,2],[3,2]],[[2,3],[2,2]]]	0.000000	0.300000	19	1.9000	5.0000	2
[[[3,2],[3,2]],[[3,2],[2,2]]]	0.000000	0.300000	19	1.9000	5.0000	2
[[2,2,3],[2,2],[2,3,3]]	0.000000	0.277778	19	1.9000	5.0000	1
[[2,2,3],[2,2],[3,2,3]]	0.000000	0.277778	19	1.9000	5.0000	1
[[2,2,3],[2,2],[3,3,2]]	0.000000	0.277778	19	1.9000	5.0000	1
[[2,2,3],[2,3,3],[2,2]]	0.000000	0.277778	19	1.9000	5.0000	1
[[2,2,3],[3,2,3],[2,2]]	0.000000	0.277778	19	1.9000	5.0000	1
[[2,2,3],[3,3,2],[2,2]]	0.000000	0.277778	19	1.9000	5.0000	1
[[2,2],[2,2,3],[2,3,3]]	0.000000	0.277778	19	1.9000	5.0000	1
[[2,2],[2,2,3],[3,2,3]]	0.000000	0.277778	19	1.9000	5.0000	1
[[2,2],[2,2,3],[3,3,2]]	0.000000	0.277778	19	1.9000	5.0000	1
[[2,2],[2,3,2],[2,3,3]]	0.000000	0.277778	19	1.9000	5.0000	1
[[2,2],[2,3,2],[3,2,3]]	0.000000	0.277778	19	1.9000	5.0000	1
[[2,2],[2,3,2],[3,3,2]]	0.000000	0.277778	19	1.9000	5.0000	1
[[2,2],[2,3,3],[2,2,3]]	0.000000	0.277778	19	1.9000	5.0000	1
[[2,2],[2,3,3],[2,3,2]]	0.000000	0.277778	19	1.9000	5.0000	1
[[2,2],[2,3,3],[3,2,2]]	0.000000	0.277778	19	1.9000	5.0000	1
[[2,2],[3,2,2],[2,3,3]]	0.000000	0.277778	19	1.9000	5.0000	1
[[2,2],[3,2,2],[3,2,3]]	0.000000	0.277778	19	1.9000	5.0000	1
[[2,2],[3,2,2],[3,3,2]]	0.000000	0.277778	19	1.9000	5.0000	1
