structure	div	simpson	leaves	minCycle	maxCycle	beatLevel
[[2,3],[2,3,2],[2,2,2]]	0.542422	0.222222	18	1.8000	5.0000	1
[[2,3],[2,3,2],[3,3]]	0.542422	0.222222	18	1.8000	5.0000	1
[[2,3],[3,2,2],[2,2,2]]	0.542422	0.222222	18	1.8000	5.0000	1
[[2,3],[3,2,2],[3,3]]	0.542422	0.222222	18	1.8000	5.0000	1
[[2,3],[3,3],[2,2,3]]	0.542422	0.222222	18	1.8000	5.0000	1
[[2,3],[3,3],[2,3,2]]	0.542422	0.222222	18	1.8000	5.0000	1
[[2,3],[3,3],[3,2,2]]	0.542422	0.222222	18	1.8000	5.0000	1
[[3,2,2],[2,2,2],[2,3]]	0.542422	0.222222	18	1.8000	5.0000	1
[[3,2,2],[2,2,2],[3,2]]	0.542422	0.222222	18	1.8000	5.0000	1
[[3,2,2],[2,3],[2,2,2]]	0.542422	0.222222	18	1.8000	5.0000	1
[[3,2,2],[2,3],[3,3]]	0.542422	0.222222	18	1.8000	5.0000	1
[[3,2,2],[3,2],[2,2,2]]	0.542422	0.222222	18	1.8000	5.0000	1
[[3,2,2],[3,2],[3,3]]	0.542422	0.222222	18	1.8000	5.0000	1
[[3,2,2],[3,3],[2,3]]	0.542422	0.222222	18	1.8000	5.0000	1
[[3,2,2],[3,3],[3,2]]	0.542422	0.222222	18	1.8000	5.0000	1
[[3,2],[2,2,2],[2,2,3]]	0.542422	0.222222	18	1.8000	5.0000	1
[[3,2],[2,2,2],[2,3,2]]	0.542422	0.222222	18	1.8000	5.0000	1
[[3,2],[2,2,2],[3,2,2]]	0.542422	0.222222	18	1.8000	5.0000	1
[[3,2],[2,2,3],[2,2,2]]	0.542422	0.222222	18	1.8000	5.0000	1
[[3,2],[2,2,3],[3,3]]	0.542422	0.222222	18	1.8000	5.0000	1
[[3,2],[2,3,2],[2,2,2]]	0.542422	0.222222	18	1.8000	5.0000	1
[[3,2],[2,3,2],[3,3]]	0.542422	0.222222	18	1.8000	5.0000	1
[[3,2],[3,2,2],[2,2,2]]	0.542422	0.222222	18	1.8000	5.0000	1
[[3,2],[3,2,2],[3,3]]	0.542422	0.222222	18	1.8000	5.0000	1
[[3,2],[3,3],[2,2,3]]	0.542422	0.222222	18	1.8000	5.0000	1
[[3,2],[3,3],[2,3,2]]	0.542422	0.222222	18	1.8000	5.0000	1
[[3,2],[3,3],[3,2,2]]	0.542422	0.222222	18	1.8000	5.0000	1
[[3,3],[2,2,3],[2,3]]	0.542422	0.222222	18	1.8000	5.0000	1
[[3,3],[2,2,3],[3,2]]	0.542422	0.222222	18	1.8000	5.0000	1
[[3,3],[2,3,2],[2,3]]	0.542422	0.222222	18	1.8000	5.0000	1
[[3,3],[2,3,2],[3,2]]	0.542422	0.222222	18	1.8000	5.0000	1
[[3,3],[2,3],[2,2,3]]	0.542422	0.222222	18	1.8000	5.0000	1
[[3,3],[2,3],[2,3,2]]	0.542422	0.222222	18	1.8000	5.0000	1
[[3,3],[2,3],[3,2,2]]	0.542422	0.222222	18	1.8000	5.0000	1
[[3,3],[3,2,2],[2,3]]	0.542422	0.222222	18	1.8000	5.0000	1
[[3,3],[3,2,2],[3,2]]	0.542422	0.222222	18	1.8000	5.0000	1
[[3,3],[3,2],[2,2,3]]	0.542422	0.222222	18	1.8000	5.0000	1
[[3,3],[3,2],[2,3,2]]	0.542422	0.222222	18	1.8000	5.0000	1
[[3,3],[3,2],[3,2,2]]	0.542422	0.222222	18	1.8000	5.0000	1
[[[2,3],[2,3]],[[2,3],[2,3]]]	0.462756	0.857143	20	2.0000	5.0000	2
[[[2,3],[2,3]],[[2,3],[3,2]]]	0.462756	0.857143	20	2.0000	5.0000	2
[[[2,3],[2,3]],[[3,2],[2,3]]]	0.462756	0.857143	20	2.0000	5.0000	2
[[[2,3],[2,3]],[[3,2],[3,2]]]	0.462756	0.857143	20	2.0000	5.0000	2
[[[2,3],[3,2]],[[2,3],[2,3]]]	0.462756	0.857143	20	2.0000	5.0000	2
[[[2,3],[3,2]],[[2,3],[3,2]]]	0.462756	0.857143	20	2.0000	5.0000	2
[[[2,3],[3,2]],[[3,2],[2,3]]]	0.462756	0.857143	20	2.0000	5.0000	2
[[[2,3],[3,2]],[[3,2],[3,2]]]	0.462756	0.857143	20	2.0000	5.0000	2
[[[3,2],[2,3]],[[2,3],[2,3]]]	0.462756	0.857143	20	2.0000	5.0000	2
[[[3,2],[2,3]],[[2,3],[3,2]]]	0.462756	0.857143	20	2.0000	5.0000	2
[[[3,2],[2,3]],[[3,2],[2,3]]]	0.462756	0.857143	20	2.0000	5.0000	2
[[[3,2],[2,3]],[[3,2],[3,2]]]	0.462756	0.857143	20	2.0000	5.0000	2
[[[3,2],[3,2]],[[2,3],[2,3]]]	0.462756	0.857143	20	2.0000	5.0000	2
[[[3,2],[3,2]],[[2,3],[3,2]]]	0.462756	0.857143	20	2.0000	5.0000	2
[[[3,2],[3,2]],[[3,2],[2,3]]]	0.462756	0.857143	20	2.0000	5.0000	2
[[[3,2],[3,2]],[[3,2],[3,2]]]	0.462756	0.857143	20	2.0000	5.0000	2
[[[2,2,2],[2,2]],[[2,2,2],[2,2]]]	0.462756	0.750000	20	2.0000	5.0000	2
[[[2,2,2],[2,2]],[[2,2],[2,2,2]]]	0.462756	0.750000	20	2.0000	5.0000	2
[[[2,2],[2,2,2]],[[2,2,2],[2,2]]]	0.462756	0.750000	20	2.0000	5.0000	2
[[[2,2],[2,2,2]],[[2,2],[2,2,2]]]	0.462756	0.750000	20	2.0000	5.0000	2
[[[2,2],[3,3]],[[2,2],[3,3]]]	0.462756	0.750000	20	2.0000	5.0000	2
[[[2,2],[3,3]],[[3,3],[2,2]]]	0.462756	0.750000	20	2.0000	5.0000	2
[[[3,3],[2,2]],[[2,2],[3,3]]]	0.462756	0.750000	20	2.0000	5.0000	2
[[[3,3],[2,2]],[[3,3],[2,2]]]	0.462756	0.750000	20	2.0000	5.0000	2
[[[2,2,2],[2,2,2]],[[2,2],[2,2]]]	0.462756	0.600000	20	2.0000	5.0000	2
[[[2,2],[2,2]],[[2,2,2],[2,2,2]]]	0.462756	0.600000	20	2.0000	5.0000	2
[[[2,2],[2,2]],[[3,3],[3,3]]]	0.462756	0.600000	20	2.0000	5.0000	2
[[[3,3],[3,3]],[[2,2],[2,2]]]	0.462756	0.600000	20	2.0000	5.0000	2
[[[2,2],[2,2]],[[2,2],[2,2],[2,2]]]	0.462756	0.555556	20	2.0000	5.0000	2
[[[2,2],[2,2],[2,2]],[[2,2],[2,2]]]	0.462756	0.538462	20	2.0000	5.0000	2
[[2,2,2],[2,2,2],[2,3,3]]	0.462756	0.466667	20	2.0000	5.0000	1
[[2,2,2],[2,2,2],[3,2,3]]	0.462756	0.466667	20	2.0000	5.0000	1
[[2,2,2],[2,2,2],[3,3,2]]	0.462756	0.466667	20	2.0000	5.0000	1
[[2,2,2],[2,2,3],[2,2,3]]	0.462756	0.466667	20	2.0000	5.0000	1
[[2,2,2],[2,2,3],[2,3,2]]	0.462756	0.466667	20	2.0000	5.0000	1
[[2,2,2],[2,2,3],[3,2,2]]	0.462756	0.466667	20	2.0000	5.0000	1
[[2,2,2],[2,3,2],[2,2,3]]	0.462756	0.466667	20	2.0000	5.0000	1
[[2,2,2],[2,3,2],[2,3,2]]	0.462756	0.466667	20	2.0000	5.0000	1
[[2,2,2],[2,3,2],[3,2,2]]	0.462756	0.466667	20	2.0000	5.0000	1
[[2,2,2],[2,3,3],[2,2,2]]	0.462756	0.466667	20	2.0000	5.0000	1
[[2,2,2],[3,2,2],[2,2,3]]	0.462756	0.466667	20	2.0000	5.0000	1
[[2,2,2],[3,2,2],[2,3,2]]	0.462756	0.466667	20	2.0000	5.0000	1
[[2,2,2],[3,2,2],[3,2,2]]	0.462756	0.466667	20	2.0000	5.0000	1
[[2,2,2],[3,2,3],[2,2,2]]	0.462756	0.466667	20	2.0000	5.0000	1
[[2,2,2],[3,3,2],[2,2,2]]	0.462756	0.466667	20	2.0000	5.0000	1
[[2,2,3],[2,2,2],[2,2,3]]	0.462756	0.466667	20	2.0000	5.0000	1
[[2,2,3],[2,2,2],[2,3,2]]	0.462756	0.466667	20	2.0000	5.0000	1
[[2,2,3],[2,2,2],[3,2,2]]	0.462756	0.466667	20	2.0000	5.0000	1
[[2,2,3],[2,2,3],[2,2,2]]	0.462756	0.466667	20	2.0000	5.0000	1
[[2,2,3],[2,2,3],[3,3]]	0.462756	0.466667	20	2.0000	5.0000	1
[[2,2,3],[2,3,2],[2,2,2]]	0.462756	0.466667	20	2.0000	5.0000	1
[[2,2,3],[2,3,2],[3,3]]	0.462756	0.466667	20	2.0000	5.0000	1
[[2,2,3],[3,2,2],[2,2,2]]	0.462756	0.466667	20	2.0000	5.0000	1
[[2,2,3],[3,2,2],[3,3]]	0.462756	0.466667	20	2.0000	5.0000	1
[[2,2,3],[3,3],[2,2,3]]	0.462756	0.466667	20	2.0000	5.0000	1
[[2,2,3],[3,3],[2,3,2]]	0.462756	0.466667	20	2.0000	5.0000	1
[[2,2,3],[3,3],[3,2,2]]	0.462756	0.466667	20	2.0000	5.0000	1
[[2,2],[2,3,3],[2,3,3]]	0.462756	0.466667	20	2.0000	5.0000	1
[[2,2],[2,3,3],[3,2,3]]	0.462756	0.466667	20	2.0000	5.0000	1
[[2,2],[2,3,3],[3,3,2]]	0.462756	0.466667	20	2.0000	5.0000	1
[[2,2],[3,2,3],[2,3,3]]	0.462756	0.466667	20	2.0000	5.0000	1
[[2,2],[3,2,3],[3,2,3]]	0.462756	0.466667	20	2.0000	5.0000	1
[[2,2],[3,2,3],[3,3,2]]	0.462756	0.466667	20	2.0000	5.0000	1
[[2,2],[3,3,2],[2,3,3]]	0.462756	0.466667	20	2.0000	5.0000	1
[[2,2],[3,3,2],[3,2,3]]	0.462756	0.466667	20	2.0000	5.0000	1
[[2,2],[3,3,2],[3,3,2]]	0.462756	0.466667	20	2.0000	5.0000	1
[[2,3,2],[2,2,2],[2,2,3]]	0.462756	0.466667	20	2.0000	5.0000	1
[[2,3,2],[2,2,2],[2,3,2]]	0.462756	0.466667	20	2.0000	5.0000	1
[[2,3,2],[2,2,2],[3,2,2]]	0.462756	0.466667	20	2.0000	5.0000	1
[[2,3,2],[2,2,3],[2,2,2]]	0.462756	0.466667	20	2.0000	5.0000	1
[[2,3,2],[2,2,3],[3,3]]	0.462756	0.466667	20	2.0000	5.0000	1
[[2,3,2],[2,3,2],[2,2,2]]	0.462756	0.466667	20	2.0000	5.0000	1
[[2,3,2],[2,3,2],[3,3]]	0.462756	0.466667	20	2.0000	5.0000	1
[[2,3,2],[3,2,2],[2,2,2]]	0.462756	0.466667	20	2.0000	5.0000	1
[[2,3,2],[3,2,2],[3,3]]	0.462756	0.466667	20	2.0000	5.0000	1
[[2,3,2],[3,3],[2,2,3]]	0.462756	0.466667	20	2.0000	5.0000	1
[[2,3,2],[3,3],[2,3,2]]	0.462756	0.466667	20	2.0000	5.0000	1
[[2,3,2],[3,3],[3,2,2]]	0.462756	0.466667	20	2.0000	5.0000	1
[[2,3,3],[2,2,2],[2,2,2]]	0.462756	0.466667	20	2.0000	5.0000	1
[[2,3,3],[2,2],[2,3,3]]	0.462756	0.466667	20	2.0000	5.0000	1
[[2,3,3],[2,2],[3,2,3]]	0.462756	0.466667	20	2.0000	5.0000	1
[[2,3,3],[2,2],[3,3,2]]	0.462756	0.466667	20	2.0000	5.0000	1
[[2,3,3],[2,3,3],[2,2]]	0.462756	0.466667	20	2.0000	5.0000	1
[[2,3,3],[3,2,3],[2,2]]	0.462756	0.466667	20	2.0000	5.0000	1
[[2,3,3],[3,3,2],[2,2]]	0.462756	0.466667	20	2.0000	5.0000	1
[[2,3,3],[3,3],[3,3]]	0.462756	0.466667	20	2.0000	5.0000	1
[[3,2,2],[2,2,2],[2,2,3]]	0.462756	0.466667	20	2.0000	5.0000	1
[[3,2,2],[2,2,2],[2,3,2]]	0.462756	0.466667	20	2.0000	5.0000	1
[[3,2,2],[2,2,2],[3,2,2]]	0.462756	0.466667	20	2.0000	5.0000	1
[[3,2,2],[2,2,3],[2,2,2]]	0.462756	0.466667	20	2.0000	5.0000	1
[[3,2,2],[2,2,3],[3,3]]	0.462756	0.466667	20	2.0000	5.0000	1
[[3,2,2],[2,3,2],[2,2,2]]	0.462756	0.466667	20	2.0000	5.0000	1
[[3,2,2],[2,3,2],[3,3]]	0.462756	0.466667	20	2.0000	5.0000	1
[[3,2,2],[3,2,2],[2,2,2]]	0.462756	0.466667	20	2.0000	5.0000	1
[[3,2,2],[3,2,2],[3,3]]	0.462756	0.466667	20	2.0000	5.0000	1
[[3,2,2],[3,3],[2,2,3]]	0.462756	0.466667	20	2.0000	5.0000	1
[[3,2,2],[3,3],[2,3,2]]	0.462756	0.466667	20	2.0000	5.0000	1
[[3,2,2],[3,3],[3,2,2]]	0.462756	0.466667	20	2.0000	5.0000	1
[[3,2,3],[2,2,2],[2,2,2]]	0.462756	0.466667	20	2.0000	5.0000	1
[[3,2,3],[2,2],[2,3,3]]	0.462756	0.466667	20	2.0000	5.0000	1
[[3,2,3],[2,2],[3,2,3]]	0.462756	0.466667	20	2.0000	5.0000	1
[[3,2,3],[2,2],[3,3,2]]	0.462756	0.466667	20	2.0000	5.0000	1
[[3,2,3],[2,3,3],[2,2]]	0.462756	0.466667	20	2.0000	5.0000	1
[[3,2,3],[3,2,3],[2,2]]	0.462756	0.466667	20	2.0000	5.0000	1
[[3,2,3],[3,3,2],[2,2]]	0.462756	0.466667	20	2.0000	5.0000	1
[[3,2,3],[3,3],[3,3]]	0.462756	0.466667	20	2.0000	5.0000	1
[[3,3,2],[2,2,2],[2,2,2]]	0.462756	0.466667	20	2.0000	5.0000	1
[[3,3,2],[2,2],[2,3,3]]	0.462756	0.466667	20	2.0000	5.0000	1
[[3,3,2],[2,2],[3,2,3]]	0.462756	0.466667	20	2.0000	5.0000	1
[[3,3,2],[2,2],[3,3,2]]	0.462756	0.466667	20	2.0000	5.0000	1
[[3,3,2],[2,3,3],[2,2]]	0.462756	0.466667	20	2.0000	5.0000	1
[[3,3,2],[3,2,3],[2,2]]	0.462756	0.466667	20	2.0000	5.0000	1
[[3,3,2],[3,3,2],[2,2]]	0.462756	0.466667	20	2.0000	5.0000	1
[[3,3,2],[3,3],[3,3]]	0.462756	0.466667	20	2.0000	5.0000	1
[[3,3],[2,2,3],[2,2,3]]	0.462756	0.466667	20	2.0000	5.0000	1
[[3,3],[2,2,3],[2,3,2]]	0.462756	0.466667	20	2.0000	5.0000	1
[[3,3],[2,2,3],[3,2,2]]	0.462756	0.466667	20	2.0000	5.0000	1
[[3,3],[2,3,2],[2,2,3]]	0.462756	0.466667	20	2.0000	5.0000	1
[[3,3],[2,3,2],[2,3,2]]	0.462756	0.466667	20	2.0000	5.0000	1
[[3,3],[2,3,2],[3,2,2]]	0.462756	0.466667	20	2.0000	5.0000	1
[[3,3],[2,3,3],[3,3]]	0.462756	0.466667	20	2.0000	5.0000	1
[[3,3],[3,2,2],[2,2,3]]	0.462756	0.466667	20	2.0000	5.0000	1
[[3,3],[3,2,2],[2,3,2]]	0.462756	0.466667	20	2.0000	5.0000	1
[[3,3],[3,2,2],[3,2,2]]	0.462756	0.466667	20	2.0000	5.0000	1
[[3,3],[3,2,3],[3,3]]	0.462756	0.466667	20	2.0000	5.0000	1
[[3,3],[3,3,2],[3,3]]	0.462756	0.466667	20	2.0000	5.0000	1
[[3,3],[3,3],[2,3,3]]	0.462756	0.466667	20	2.0000	5.0000	1
[[3,3],[3,3],[3,2,3]]	0.462756	0.466667	20	2.0000	5.0000	1
[[3,3],[3,3],[3,3,2]]	0.462756	0.466667	20	2.0000	5.0000	1
[[[2,2,2],[3,3]],[[2,2],[2,2]]]	0.462756	0.454545	20	2.0000	5.0000	2
[[[2,2],[2,2]],[[2,2,2],[3,3]]]	0.462756	0.454545	20	2.0000	5.0000	2
[[[2,2],[2,2]],[[3,3],[2,2,2]]]	0.462756	0.454545	20	2.0000	5.0000	2
[[[3,3],[2,2,2]],[[2,2],[2,2]]]	0.462756	0.454545	20	2.0000	5.0000	2
[[2,2,2],[2,3,3],[3,3]]	0.462756	0.388889	20	2.0000	5.0000	1
[[2,2,2],[3,2,3],[3,3]]	0.462756	0.388889	20	2.0000	5.0000	1
[[2,2,2],[3,3,2],[3,3]]	0.462756	0.388889	20	2.0000	5.0000	1
[[2,2,2],[3,3],[2,3,3]]	0.462756	0.388889	20	2.0000	5.0000	1
[[2,2,2],[3,3],[3,2,3]]	0.462756	0.388889	20	2.0000	5.0000	1
[[2,2,2],[3,3],[3,3,2]]	0.462756	0.388889	20	2.0000	5.0000	1
[[2,2,3],[2,2],[3,3,3]]	0.462756	0.388889	20	2.0000	5.0000	1
[[2,2,3],[3,3,3],[2,2]]	0.462756	0.388889	20	2.0000	5.0000	1
[[2,2],[2,2,3],[3,3,3]]	0.462756	0.388889	20	2.0000	5.0000	1
[[2,2],[2,3,2],[3,3,3]]	0.462756	0.388889	20	2.0000	5.0000	1
[[2,2],[3,2,2],[3,3,3]]	0.462756	0.388889	20	2.0000	5.0000	1
[[2,2],[3,3,3],[2,2,3]]	0.462756	0.388889	20	2.0000	5.0000	1
[[2,2],[3,3,3],[2,3,2]]	0.462756	0.388889	20	2.0000	5.0000	1
[[2,2],[3,3,3],[3,2,2]]	0.462756	0.388889	20	2.0000	5.0000	1
[[2,3,2],[2,2],[3,3,3]]	0.462756	0.388889	20	2.0000	5.0000	1
[[2,3,2],[3,3,3],[2,2]]	0.462756	0.388889	20	2.0000	5.0000	1
[[2,3,3],[2,2,2],[3,3]]	0.462756	0.388889	20	2.0000	5.0000	1
[[2,3,3],[3,3],[2,2,2]]	0.462756	0.388889	20	2.0000	5.0000	1
[[3,2,2],[2,2],[3,3,3]]	0.462756	0.388889	20	2.0000	5.0000	1
[[3,2,2],[3,3,3],[2,2]]	0.462756	0.388889	20	2.0000	5.0000	1
[[3,2,3],[2,2,2],[3,3]]	0.462756	0.388889	20	2.0000	5.0000	1
[[3,2,3],[3,3],[2,2,2]]	0.462756	0.388889	20	2.0000	5.0000	1
[[3,3,2],[2,2,2],[3,3]]	0.462756	0.388889	20	2.0000	5.0000	1
[[3,3,2],[3,3],[2,2,2]]	0.462756	0.388889	20	2.0000	5.0000	1
[[3,3,3],[2,2,3],[2,2]]	0.462756	0.388889	20	2.0000	5.0000	1
[[3,3,3],[2,2],[2,2,3]]	0.462756	0.388889	20	2.0000	5.0000	1
[[3,3,3],[2,2],[2,3,2]]	0.462756	0.388889	20	2.0000	5.0000	1
[[3,3,3],[2,2],[3,2,2]]	0.462756	0.388889	20	2.0000	5.0000	1
[[3,3,3],[2,3,2],[2,2]]	0.462756	0.388889	20	2.0000	5.0000	1
[[3,3,3],[3,2,2],[2,2]]	0.462756	0.388889	20	2.0000	5.0000	1
[[3,3],[2,2,2],[2,3,3]]	0.462756	0.388889	20	2.0000	5.0000	1
[[3,3],[2,2,2],[3,2,3]]	0.462756	0.388889	20	2.0000	5.0000	1
[[3,3],[2,2,2],[3,3,2]]	0.462756	0.388889	20	2.0000	5.0000	1
[[3,3],[2,3,3],[2,2,2]]	0.462756	0.388889	20	2.0000	5.0000	1
[[3,3],[3,2,3],[2,2,2]]	0.462756	0.388889	20	2.0000	5.0000	1
[[3,3],[3,3,2],[2,2,2]]	0.462756	0.388889	20	2.0000	5.0000	1
[[[2,2,2],[2,2]],[[2,3],[2,3]]]	0.462756	0.363636	20	2.0000	5.0000	2
[[[2,2,2],[2,2]],[[2,3],[3,2]]]	0.462756	0.363636	20	2.0000	5.0000	2
[[[2,2,2],[2,2]],[[3,2],[2,3]]]	0.462756	0.363636	20	2.0000	5.0000	2
[[[2,2,2],[2,2]],[[3,2],[3,2]]]	0.462756	0.363636	20	2.0000	5.0000	2
[[[2,2],[2,2,2]],[[2,3],[2,3]]]	0.462756	0.363636	20	2.0000	5.0000	2
[[[2,2],[2,2,2]],[[2,3],[3,2]]]	0.462756	0.363636	20	2.0000	5.0000	2
[[[2,2],[2,2,2]],[[3,2],[2,3]]]	0.462756	0.363636	20	2.0000	5.0000	2
[[[2,2],[2,2,2]],[[3,2],[3,2]]]	0.462756	0.363636	20	2.0000	5.0000	2
[[[2,2],[3,3]],[[2,3],[2,3]]]	0.462756	0.363636	20	2.0000	5.0000	2
[[[2,2],[3,3]],[[2,3],[3,2]]]	0.462756	0.363636	20	2.0000	5.0000	2
[[[2,2],[3,3]],[[3,2],[2,3]]]	0.462756	0.363636	20	2.0000	5.0000	2
[[[2,2],[3,3]],[[3,2],[3,2]]]	0.462756	0.363636	20	2.0000	5.0000	2
[[[2,3],[2,3]],[[2,2,2],[2,2]]]	0.462756	0.363636	20	2.0000	5.0000	2
[[[2,3],[2,3]],[[2,2],[2,2,2]]]	0.462756	0.363636	20	2.0000	5.0000	2
[[[2,3],[2,3]],[[2,2],[3,3]]]	0.462756	0.363636	20	2.0000	5.0000	2
[[[2,3],[2,3]],[[3,3],[2,2]]]	0.462756	0.363636	20	2.0000	5.0000	2
[[[2,3],[3,2]],[[2,2,2],[2,2]]]	0.462756	0.363636	20	2.0000	5.0000	2
[[[2,3],[3,2]],[[2,2],[2,2,2]]]	0.462756	0.363636	20	2.0000	5.0000	2
[[[2,3],[3,2]],[[2,2],[3,3]]]	0.462756	0.363636	20	2.0000	5.0000	2
[[[2,3],[3,2]],[[3,3],[2,2]]]	0.462756	0.363636	20	2.0000	5.0000	2
[[[3,2],[2,3]],[[2,2,2],[2,2]]]	0.462756	0.363636	20	2.0000	5.0000	2
[[[3,2],[2,3]],[[2,2],[2,2,2]]]	0.462756	0.363636	20	2.0000	5.0000	2
[[[3,2],[2,3]],[[2,2],[3,3]]]	0.462756	0.363636	20	2.0000	5.0000	2
[[[3,2],[2,3]],[[3,3],[2,2]]]	0.462756	0.363636	20	2.0000	5.0000	2
[[[3,2],[3,2]],[[2,2,2],[2,2]]]	0.462756	0.363636	20	2.0000	5.0000	2
[[[3,2],[3,2]],[[2,2],[2,2,2]]]	0.462756	0.363636	20	2.0000	5.0000	2
[[[3,2],[3,2]],[[2,2],[3,3]]]	0.462756	0.363636	20	2.0000	5.0000	2
[[[3,2],[3,2]],[[3,3],[2,2]]]	0.462756	0.363636	20	2.0000	5.0000	2
[[[3,3],[2,2]],[[2,3],[2,3]]]	0.462756	0.363636	20	2.0000	5.0000	2
[[[3,3],[2,2]],[[2,3],[3,2]]]	0.462756	0.363636	20	2.0000	5.0000	2
[[[3,3],[2,2]],[[3,2],[2,3]]]	0.462756	0.363636	20	2.0000	5.0000	2
[[[3,3],[2,2]],[[3,2],[3,2]]]	0.462756	0.363636	20	2.0000	5.0000	2
[[2,2,2],[2,3],[3,3,3]]	0.462756	0.333333	20	2.0000	5.0000	1
[[2,2,2],[3,2],[3,3,3]]	0.462756	0.333333	20	2.0000	5.0000	1
[[2,2,2],[3,3,3],[2,3]]	0.462756	0.333333	20	2.0000	5.0000	1
[[2,2,2],[3,3,3],[3,2]]	0.462756	0.333333	20	2.0000	5.0000	1
[[2,3],[2,2,2],[3,3,3]]	0.462756	0.333333	20	2.0000	5.0000	1
[[2,3],[3,3,3],[2,2,2]]	0.462756	0.333333	20	2.0000	5.0000	1
[[2,3],[3,3,3],[3,3]]	0.462756	0.333333	20	2.0000	5.0000	1
[[2,3],[3,3],[3,3,3]]	0.462756	0.333333	20	2.0000	5.0000	1
[[3,2],[2,2,2],[3,3,3]]	0.462756	0.333333	20	2.0000	5.0000	1
[[3,2],[3,3,3],[2,2,2]]	0.462756	0.333333	20	2.0000	5.0000	1
[[3,2],[3,3,3],[3,3]]	0.462756	0.333333	20	2.0000	5.0000	1
[[3,2],[3,3],[3,3,3]]	0.462756	0.333333	20	2.0000	5.0000	1
[[3,3,3],[2,2,2],[2,3]]	0.462756	0.333333	20	2.0000	5.0000	1
[[3,3,3],[2,2,2],[3,2]]	0.462756	0.333333	20	2.0000	5.0000	1
[[3,3,3],[2,3],[2,2,2]]	0.462756	0.333333	20	2.0000	5.0000	1
[[3,3,3],[2,3],[3,3]]	0.462756	0.333333	20	2.0000	5.0000	1
[[3,3,3],[3,2],[2,2,2]]	0.462756	0.333333	20	2.0000	5.0000	1
[[3,3,3],[3,2],[3,3]]	0.462756	0.333333	20	2.0000	5.0000	1
[[3,3,3],[3,3],[2,3]]	0.462756	0.333333	20	2.0000	5.0000	1
[[3,3,3],[3,3],[3,2]]	0.462756	0.333333	20	2.0000	5.0000	1
[[3,3],[2,3],[3,3,3]]	0.462756	0.333333	20	2.0000	5.0000	1
[[3,3],[3,2],[3,3,3]]	0.462756	0.333333	20	2.0000	5.0000	1
[[3,3],[3,3,3],[2,3]]	0.462756	0.333333	20	2.0000	5.0000	1
[[3,3],[3,3,3],[3,2]]	0.462756	0.333333	20	2.0000	5.0000	1
[[[2,2],[2,2]],[[2,2],[2,3,3]]]	0.462756	0.333333	20	2.0000	5.0000	2
[[[2,2],[2,2]],[[2,2],[3,2,3]]]	0.462756	0.333333	20	2.0000	5.0000	2
[[[2,2],[2,2]],[[2,2],[3,3,2]]]	0.462756	0.333333	20	2.0000	5.0000	2
[[[2,2],[2,2]],[[2,3,3],[2,2]]]	0.462756	0.333333	20	2.0000	5.0000	2
[[[2,2],[2,2]],[[3,2,3],[2,2]]]	0.462756	0.333333	20	2.0000	5.0000	2
[[[2,2],[2,2]],[[3,3,2],[2,2]]]	0.462756	0.333333	20	2.0000	5.0000	2
[[[2,2],[2,3,3]],[[2,2],[2,2]]]	0.462756	0.333333	20	2.0000	5.0000	2
[[[2,2],[3,2,3]],[[2,2],[2,2]]]	0.462756	0.333333	20	2.0000	5.0000	2
[[[2,2],[3,3,2]],[[2,2],[2,2]]]	0.462756	0.333333	20	2.0000	5.0000	2
[[[2,3,3],[2,2]],[[2,2],[2,2]]]	0.462756	0.333333	20	2.0000	5.0000	2
[[[3,2,3],[2,2]],[[2,2],[2,2]]]	0.462756	0.333333	20	2.0000	5.0000	2
[[[3,3,2],[2,2]],[[2,2],[2,2]]]	0.462756	0.333333	20	2.0000	5.0000	2
[[[2,2,3],[2,3]],[[2,2],[2,2]]]	0.462756	0.303030	20	2.0000	5.0000	2
[[[2,2,3],[3,2]],[[2,2],[2,2]]]	0.462756	0.303030	20	2.0000	5.0000	2
[[[2,2],[2,2]],[[2,2,3],[2,3]]]	0.462756	0.303030	20	2.0000	5.0000	2
[[[2,2],[2,2]],[[2,2,3],[3,2]]]	0.462756	0.303030	20	2.0000	5.0000	2
[[[2,2],[2,2]],[[2,3,2],[2,3]]]	0.462756	0.303030	20	2.0000	5.0000	2
[[[2,2],[2,2]],[[2,3,2],[3,2]]]	0.462756	0.303030	20	2.0000	5.0000	2
[[[2,2],[2,2]],[[2,3],[2,2,3]]]	0.462756	0.303030	20	2.0000	5.0000	2
[[[2,2],[2,2]],[[2,3],[2,3,2]]]	0.462756	0.303030	20	2.0000	5.0000	2
[[[2,2],[2,2]],[[2,3],[3,2,2]]]	0.462756	0.303030	20	2.0000	5.0000	2
[[[2,2],[2,2]],[[3,2,2],[2,3]]]	0.462756	0.303030	20	2.0000	5.0000	2
[[[2,2],[2,2]],[[3,2,2],[3,2]]]	0.462756	0.303030	20	2.0000	5.0000	2
[[[2,2],[2,2]],[[3,2],[2,2,3]]]	0.462756	0.303030	20	2.0000	5.0000	2
[[[2,2],[2,2]],[[3,2],[2,3,2]]]	0.462756	0.303030	20	2.0000	5.0000	2
[[[2,2],[2,2]],[[3,2],[3,2,2]]]	0.462756	0.303030	20	2.0000	5.0000	2
[[[2,3,2],[2,3]],[[2,2],[2,2]]]	0.462756	0.303030	20	2.0000	5.0000	2
